Year,Fruit_Number,Fruit_ID,Site_Code,Orchard_Block,Alleyway_Treatment,Section ,Tree_code,Distance,Fresh_mass,Height,Width,Length,Firmness,Dry_Matter
Year_1,9,775,Site_2,Orchard_Block_4,CS,4,7,61.8,13.93,30.7,31,31.5,68,1.89
Year_1,10,776,Site_2,Orchard_Block_4,CS,4,7,61.8,10.9,27.5,28.2,28.5,80,1.47
Year_1,1,777,Site_2,Orchard_Block_4,CS,4,8,71.3,12.71,28.2,28.5,28.6,69,2.16
Year_1,2,778,Site_2,Orchard_Block_4,CS,4,8,71.3,13.66,28.5,29.3,28.7,71,1.72
Year_1,3,779,Site_2,Orchard_Block_4,CS,4,8,71.3,13.99,29.6,30.1,29.7,74,1.54
Year_1,4,780,Site_2,Orchard_Block_4,CS,4,8,71.3,12.74,29.1,29.7,29.3,79,1.54
Year_1,5,781,Site_2,Orchard_Block_4,CS,4,8,71.3,15.04,30.5,30.5,31.2,57,1.59
Year_1,6,782,Site_2,Orchard_Block_4,CS,4,8,71.3,15.95,30.8,31.3,31.2,63,1.84
Year_1,7,783,Site_2,Orchard_Block_4,CS,4,8,71.3,15.76,31.3,32.1,32,67,1.16
Year_1,8,784,Site_2,Orchard_Block_4,CS,4,8,71.3,14.47,30.4,31.3,31.1,72,1.53
Year_1,9,785,Site_2,Orchard_Block_4,CS,4,8,71.3,13.89,30.9,31.5,31.8,80,1.56
Year_1,10,786,Site_2,Orchard_Block_4,CS,4,8,71.3,14.21,30.7,31.4,31.5,55,1.39
Year_1,1,787,Site_2,Orchard_Block_4,AMWS,1,1,4.8,11.42,27.2,27.8,27.8,85,2.89
Year_1,2,788,Site_2,Orchard_Block_4,AMWS,1,1,4.8,14.54,29.3,29.5,29.9,59,1.37
Year_1,3,789,Site_2,Orchard_Block_4,AMWS,1,1,4.8,11.22,26.3,26.6,27.3,80,2.61
Year_1,4,790,Site_2,Orchard_Block_4,AMWS,1,1,4.8,13.4,28.1,28.3,28.4,59,1.66
Year_1,5,791,Site_2,Orchard_Block_4,AMWS,1,1,4.8,12.09,26.9,27.5,27.4,78,2.66
Year_1,6,792,Site_2,Orchard_Block_4,AMWS,1,1,4.8,12.66,27.2,28.2,28.1,80,1.76
Year_1,7,793,Site_2,Orchard_Block_4,AMWS,1,1,4.8,9.41,26.9,27.8,27.6,76,2.37
Year_1,8,794,Site_2,Orchard_Block_4,AMWS,1,1,4.8,12.29,27.4,28.1,27.7,61,1.83
Year_1,9,795,Site_2,Orchard_Block_4,AMWS,1,1,4.8,11.76,27.2,27.8,27.7,52,1.62
Year_1,10,796,Site_2,Orchard_Block_4,AMWS,1,1,4.8,11.99,27.3,27.5,28,64,1.65
Year_1,1,797,Site_2,Orchard_Block_4,AMWS,1,2,14.3,14.77,29.6,30.2,30,69,2.06
Year_1,2,798,Site_2,Orchard_Block_4,AMWS,1,2,14.3,15.51,29.4,29.9,29.4,68,2.3
Year_1,3,799,Site_2,Orchard_Block_4,AMWS,1,2,14.3,11.95,28.4,28.7,28.5,79,1.73
Year_1,4,800,Site_2,Orchard_Block_4,AMWS,1,2,14.3,12.45,28,29,28.3,64,1.41
Year_1,5,801,Site_2,Orchard_Block_4,AMWS,1,2,14.3,14.53,29.4,29.5,30,71,2.09
Year_1,6,802,Site_2,Orchard_Block_4,AMWS,1,2,14.3,14.06,28.7,28.7,29.5,58,1.86
Year_1,7,803,Site_2,Orchard_Block_4,AMWS,1,2,14.3,14.82,29.4,30.4,29.7,51,2.1
Year_1,1,804,Site_2,Orchard_Block_4,AMWS,2,3,23.8,13.67,30.3,30.8,30.9,84,2.21
Year_1,2,805,Site_2,Orchard_Block_4,AMWS,2,3,23.8,12.85,30.6,31,30.7,85,2.4
Year_1,3,806,Site_2,Orchard_Block_4,AMWS,2,3,23.8,15.08,32.4,33.2,33,59,2.44
Year_1,4,807,Site_2,Orchard_Block_4,AMWS,2,3,23.8,14.67,30.1,31,31.1,78,2.22
Year_1,5,808,Site_2,Orchard_Block_4,AMWS,2,3,23.8,12.96,29.3,29.5,29.8,61,2.32
Year_1,6,809,Site_2,Orchard_Block_4,AMWS,2,3,23.8,14.44,30.6,31.5,31.2,74,2.7
Year_1,7,810,Site_2,Orchard_Block_4,AMWS,2,3,23.8,11.44,29.3,29.5,29.9,63,1.25
Year_1,8,811,Site_2,Orchard_Block_4,AMWS,2,3,23.8,14.55,31.7,32.3,32.3,71,1.25
Year_1,9,812,Site_2,Orchard_Block_4,AMWS,2,3,23.8,16.16,31.5,32.3,31.9,46,2.09
Year_1,1,813,Site_2,Orchard_Block_4,AMWS,2,4,33.3,11.19,28.9,29.1,28.9,79,1.78
Year_1,2,814,Site_2,Orchard_Block_4,AMWS,2,4,33.3,12.22,29.5,30.2,29.6,62,2.19
Year_1,3,815,Site_2,Orchard_Block_4,AMWS,2,4,33.3,11.42,29.1,30,29.9,74,1.97
Year_1,4,816,Site_2,Orchard_Block_4,AMWS,2,4,33.3,12.46,29.5,30.3,30,58,2.48
Year_1,5,817,Site_2,Orchard_Block_4,AMWS,2,4,33.3,11.59,28.3,28.3,28.7,48,1.95
Year_1,6,818,Site_2,Orchard_Block_4,AMWS,2,4,33.3,12.76,30.9,31,31.3,64,2.38
Year_1,7,819,Site_2,Orchard_Block_4,AMWS,2,4,33.3,11.63,29.4,29.8,30.4,47,2.21
Year_1,8,820,Site_2,Orchard_Block_4,AMWS,2,4,33.3,11.54,29.6,29.7,29.8,64,1.83
Year_1,1,821,Site_2,Orchard_Block_4,AMWS,3,5,42.8,9.78,27.8,28,28.1,91,1.71
Year_1,2,822,Site_2,Orchard_Block_4,AMWS,3,5,42.8,10.31,28.2,28.6,29.1,70,1.54
Year_1,3,823,Site_2,Orchard_Block_4,AMWS,3,5,42.8,8.83,26.3,26.4,26.5,85,0.99
Year_1,4,824,Site_2,Orchard_Block_4,AMWS,3,5,42.8,9.15,25.6,26.6,26.3,81,1.19
Year_1,5,825,Site_2,Orchard_Block_4,AMWS,3,5,42.8,10.11,27.4,28.3,28.1,73,1.16
Year_1,6,826,Site_2,Orchard_Block_4,AMWS,3,5,42.8,11.18,28.1,28.7,28.8,59,1.36
Year_1,7,827,Site_2,Orchard_Block_4,AMWS,3,5,42.8,10.26,28.1,28.6,28.2,71,1.38
Year_1,8,828,Site_2,Orchard_Block_4,AMWS,3,5,42.8,12.75,29.9,30.2,30.2,49,1.39
Year_1,9,829,Site_2,Orchard_Block_4,AMWS,3,5,42.8,10.08,28.9,29.5,29,47,1.26
Year_1,1,830,Site_2,Orchard_Block_4,AMWS,3,6,52.3,11.2,29.8,30.2,30.3,74,1.15
Year_1,2,831,Site_2,Orchard_Block_4,AMWS,3,6,52.3,9.78,31.1,32,31.7,48,0.94
Year_1,3,832,Site_2,Orchard_Block_4,AMWS,3,6,52.3,10.65,30.3,30.7,30.9,59,1.02
Year_1,4,833,Site_2,Orchard_Block_4,AMWS,3,6,52.3,11.2,29.3,30,29.9,52,1.13
Year_1,5,834,Site_2,Orchard_Block_4,AMWS,3,6,52.3,14.09,31.7,32.4,32.4,63,1.69
Year_1,6,835,Site_2,Orchard_Block_4,AMWS,3,6,52.3,10.21,28.6,28.7,29.4,47,1.05
Year_1,7,836,Site_2,Orchard_Block_4,AMWS,3,6,52.3,10.9,30.3,30.9,30.9,45,1.13
Year_1,8,837,Site_2,Orchard_Block_4,AMWS,3,6,52.3,11.38,31.4,31.5,31.8,74,1.25
Year_1,9,838,Site_2,Orchard_Block_4,AMWS,3,6,52.3,11.16,29,29.4,29.8,70,1.17
Year_1,10,839,Site_2,Orchard_Block_4,AMWS,3,6,52.3,13.4,32.9,33,33.6,51,1.41
Year_1,1,840,Site_2,Orchard_Block_4,AMWS,4,7,61.8,12.87,28.9,29.5,29.3,78,2.15
Year_1,2,841,Site_2,Orchard_Block_4,AMWS,4,7,61.8,13.72,30.3,31.3,31.1,74,1.59
Year_1,3,842,Site_2,Orchard_Block_4,AMWS,4,7,61.8,13.23,29,29.3,29.8,80,1.89
Year_1,4,843,Site_2,Orchard_Block_4,AMWS,4,7,61.8,13.79,29.9,30,30.3,67,1.34
Year_1,5,844,Site_2,Orchard_Block_4,AMWS,4,7,61.8,13.46,29.6,29.7,29.9,72,1.69
Year_1,6,845,Site_2,Orchard_Block_4,AMWS,4,7,61.8,11.88,28.7,29.4,28.9,77,1.73
Year_1,7,846,Site_2,Orchard_Block_4,AMWS,4,7,61.8,12.84,29.7,30.2,30.6,83,1.74
Year_1,8,847,Site_2,Orchard_Block_4,AMWS,4,7,61.8,12.33,30.5,31.3,30.5,81,1.82
Year_1,9,848,Site_2,Orchard_Block_4,AMWS,4,7,61.8,13.56,30.7,31.5,30.7,80,2.16
Year_1,10,849,Site_2,Orchard_Block_4,AMWS,4,7,61.8,12.74,29.6,30.3,30.5,79,2.2
Year_1,1,850,Site_2,Orchard_Block_4,AMWS,4,8,71.3,10.29,26.8,27.4,27.5,53,0.91
Year_1,2,851,Site_2,Orchard_Block_4,AMWS,4,8,71.3,9.87,25.2,25.7,25.2,73,2.21
Year_1,3,852,Site_2,Orchard_Block_4,AMWS,4,8,71.3,9.39,26.8,27.1,27.4,79,1.95
Year_1,4,853,Site_2,Orchard_Block_4,AMWS,4,8,71.3,12.57,28.3,28.9,28.5,58,1.83
Year_1,5,854,Site_2,Orchard_Block_4,AMWS,4,8,71.3,11.62,27,27.2,27.4,71,1.28
Year_1,6,855,Site_2,Orchard_Block_4,AMWS,4,8,71.3,12.64,28.1,28.6,28.6,70,2.09
Year_1,7,856,Site_2,Orchard_Block_4,AMWS,4,8,71.3,11.54,27.3,28,27.6,78,2.05
Year_1,8,857,Site_2,Orchard_Block_4,AMWS,4,8,71.3,12.35,28.4,28.8,28.5,85,1.89
Year_1,9,858,Site_2,Orchard_Block_4,AMWS,4,8,71.3,11.63,28.9,29.8,29.4,52,1.97
Year_1,1,859,Site_2,Orchard_Block_4,SWS,1,1,4.8,7.14,23.9,24.8,24.4,66,1.29
Year_1,2,860,Site_2,Orchard_Block_4,SWS,1,1,4.8,12.18,28.7,29.4,29.5,76,1.26
Year_1,3,861,Site_2,Orchard_Block_4,SWS,1,1,4.8,10.32,28.6,29,29.2,78,1.35
Year_1,4,862,Site_2,Orchard_Block_4,SWS,1,1,4.8,9.49,26.5,27.4,27.4,71,1.81
Year_1,5,863,Site_2,Orchard_Block_4,SWS,1,1,4.8,8.75,26.2,27.2,26.8,74,1.6
Year_1,6,864,Site_2,Orchard_Block_4,SWS,1,1,4.8,10.98,27.4,28,28.4,93,1.85
Year_1,7,865,Site_2,Orchard_Block_4,SWS,1,1,4.8,11.23,28.1,28.7,28.3,77,1.61
Year_1,8,866,Site_2,Orchard_Block_4,SWS,1,1,4.8,10.01,26.6,26.9,27.3,78,1.8
Year_1,9,867,Site_2,Orchard_Block_4,SWS,1,1,4.8,11.68,28.7,28.8,28.8,64,1.64
Year_1,1,868,Site_2,Orchard_Block_4,SWS,1,2,14.3,8.24,24.3,24.6,25.2,81,1.09
Year_1,2,869,Site_2,Orchard_Block_4,SWS,1,2,14.3,8.78,24.7,25.7,25.1,77,1.11
Year_1,3,870,Site_2,Orchard_Block_4,SWS,1,2,14.3,9.75,24.4,24.6,25.1,78,1.59
Year_1,4,871,Site_2,Orchard_Block_4,SWS,1,2,14.3,10.3,25.6,26.4,26.5,83,1.67
Year_1,5,872,Site_2,Orchard_Block_4,SWS,1,2,14.3,10.57,26.6,27,27.1,80,1.59
Year_1,6,873,Site_2,Orchard_Block_4,SWS,1,2,14.3,9.9,26,26.3,26.6,74,1.44
Year_1,7,874,Site_2,Orchard_Block_4,SWS,1,2,14.3,9.93,26.4,27,26.7,80,1.67
Year_1,8,875,Site_2,Orchard_Block_4,SWS,1,2,14.3,9.34,26.7,27.5,26.9,78,1.42
Year_1,1,876,Site_2,Orchard_Block_4,SWS,2,3,23.8,15.63,29.4,30.2,30.3,74,2.79
Year_1,2,877,Site_2,Orchard_Block_4,SWS,2,3,23.8,13.32,28.6,29.1,28.9,75,1.99
Year_1,3,878,Site_2,Orchard_Block_4,SWS,2,3,23.8,13.21,29.5,30.3,29.9,67,2.05
Year_1,4,879,Site_2,Orchard_Block_4,SWS,2,3,23.8,13.47,28.4,28.6,28.7,83,1.96
Year_1,5,880,Site_2,Orchard_Block_4,SWS,2,3,23.8,12.21,28.4,29,28.5,77,1.73
Year_1,6,881,Site_2,Orchard_Block_4,SWS,2,3,23.8,13,29.5,30.1,30.5,60,1.96
Year_1,7,882,Site_2,Orchard_Block_4,SWS,2,3,23.8,12.04,27.9,28.4,28.2,83,2.07
Year_1,8,883,Site_2,Orchard_Block_4,SWS,2,3,23.8,11.32,27.3,27.9,28.3,72,1.97
Year_1,9,884,Site_2,Orchard_Block_4,SWS,2,3,23.8,13.95,28.1,28.2,28.6,61,2.01
Year_1,10,885,Site_2,Orchard_Block_4,SWS,2,3,23.8,13.18,28.3,29,28.5,67,2.04
Year_1,1,886,Site_2,Orchard_Block_4,SWS,2,4,33.3,9.87,25.6,25.7,26.5,56,1.22
Year_1,2,887,Site_2,Orchard_Block_4,SWS,2,4,33.3,11.43,26.9,27,27.1,60,1.5
Year_1,3,888,Site_2,Orchard_Block_4,SWS,2,4,33.3,10.33,26.6,27.6,27.5,62,1.57
Year_1,4,889,Site_2,Orchard_Block_4,SWS,2,4,33.3,9.74,26.5,27,27.1,61,0.93
Year_1,5,890,Site_2,Orchard_Block_4,SWS,2,4,33.3,11.98,27.2,27.9,28,59,1.2
Year_1,6,891,Site_2,Orchard_Block_4,SWS,2,4,33.3,10.05,26.8,27.7,26.9,65,1.27
Year_1,7,892,Site_2,Orchard_Block_4,SWS,2,4,33.3,10.64,26.7,27.1,27.6,58,1.43
Year_1,8,893,Site_2,Orchard_Block_4,SWS,2,4,33.3,10.94,26.2,26.9,26.4,60,1.54
Year_1,1,894,Site_2,Orchard_Block_4,SWS,3,5,42.8,12.66,27.9,28.5,28.6,54,1.96
Year_1,2,895,Site_2,Orchard_Block_4,SWS,3,5,42.8,13.57,28.1,28.4,28.8,45,2.11
Year_1,3,896,Site_2,Orchard_Block_4,SWS,3,5,42.8,11.46,26.9,27.2,27.2,47,1.7
Year_1,4,897,Site_2,Orchard_Block_4,SWS,3,5,42.8,13.21,27.3,27.7,27.8,48,1.97
Year_1,5,898,Site_2,Orchard_Block_4,SWS,3,5,42.8,11.28,26.6,26.8,27.6,80,2.09
Year_1,6,899,Site_2,Orchard_Block_4,SWS,3,5,42.8,12.87,27.3,28.2,27.3,58,2.29
Year_1,7,900,Site_2,Orchard_Block_4,SWS,3,5,42.8,11.54,26.3,26.5,26.5,54,2.01
Year_1,8,901,Site_2,Orchard_Block_4,SWS,3,5,42.8,13,27.4,28.1,28.2,56,2.22
Year_1,9,902,Site_2,Orchard_Block_4,SWS,3,5,42.8,12.29,26,26.8,26.9,48,1.87
Year_1,1,903,Site_2,Orchard_Block_4,SWS,3,6,52.3,14.14,29.2,29.3,29.5,76,2.17
Year_1,2,904,Site_2,Orchard_Block_4,SWS,3,6,52.3,13.99,28.1,28.4,28.9,78,2.51
Year_1,3,905,Site_2,Orchard_Block_4,SWS,3,6,52.3,13.85,29.1,29.8,29.5,79,2.49
Year_1,4,906,Site_2,Orchard_Block_4,SWS,3,6,52.3,12.4,27.1,27.3,27.3,95,2.32
Year_1,5,907,Site_2,Orchard_Block_4,SWS,3,6,52.3,13.2,28,28.9,28.8,77,2.37
Year_1,6,908,Site_2,Orchard_Block_4,SWS,3,6,52.3,16.24,30,30.9,30.4,49,2.71
Year_1,7,909,Site_2,Orchard_Block_4,SWS,3,6,52.3,13.44,29.1,29.2,29.6,83,2.37
Year_1,8,910,Site_2,Orchard_Block_4,SWS,3,6,52.3,10.74,27.1,27.3,27.5,62,1.76
Year_1,9,911,Site_2,Orchard_Block_4,SWS,3,6,52.3,13.35,28.7,28.8,29.5,76,2.47
Year_1,1,912,Site_2,Orchard_Block_4,SWS,4,7,61.8,13.14,30.9,31.9,31.5,53,1.78
Year_1,2,913,Site_2,Orchard_Block_4,SWS,4,7,61.8,8.04,26.2,26.5,26.5,75,1.64
Year_1,3,914,Site_2,Orchard_Block_4,SWS,4,7,61.8,15.44,31.2,32.1,31.3,54,1.54
Year_1,4,915,Site_2,Orchard_Block_4,SWS,4,7,61.8,11.86,30.3,30.9,30.4,52,2.69
Year_1,5,916,Site_2,Orchard_Block_4,SWS,4,7,61.8,15.01,31.9,32.4,32.1,48,1.7
Year_1,6,917,Site_2,Orchard_Block_4,SWS,4,7,61.8,12.79,30.6,31.3,30.7,69,1.83
Year_1,7,918,Site_2,Orchard_Block_4,SWS,4,7,61.8,13.08,30,30.2,30.9,72,1.95
Year_1,8,919,Site_2,Orchard_Block_4,SWS,4,7,61.8,11.47,29.4,29.6,29.8,73,1.83
Year_1,9,920,Site_2,Orchard_Block_4,SWS,4,7,61.8,12,30.3,31.2,31,53,2.13
Year_1,10,921,Site_2,Orchard_Block_4,SWS,4,7,61.8,9.3,29.1,29.8,29.6,78,1.55
Year_1,1,923,Site_2,Orchard_Block_4,SWS,4,8,71.3,12.93,29.3,30,29.8,52,2.11
Year_1,2,924,Site_2,Orchard_Block_4,SWS,4,8,71.3,12.11,28.8,29.4,29.2,78,1.82
Year_1,3,925,Site_2,Orchard_Block_4,SWS,4,8,71.3,14.36,30.4,30.9,31,52,2.43
Year_1,4,926,Site_2,Orchard_Block_4,SWS,4,8,71.3,11.64,27.8,28.2,28.2,86,1.87
Year_1,5,927,Site_2,Orchard_Block_4,SWS,4,8,71.3,12.07,28.5,28.6,29.4,78,1.62
Year_1,6,928,Site_2,Orchard_Block_4,SWS,4,8,71.3,12.92,29.3,29.4,29.8,77,1.94
Year_1,7,929,Site_2,Orchard_Block_4,SWS,4,8,71.3,13.42,28.1,29,28.9,73,1.53
Year_1,1,930,Site_3,Orchard_Block_5,CS,1,1,4.8,12.42,29.9,29.6,26.9,59,1.47
Year_1,2,931,Site_3,Orchard_Block_5,CS,1,1,4.8,12.05,29.5,29.4,25.6,83,1.59
Year_1,3,932,Site_3,Orchard_Block_5,CS,1,1,4.8,14.33,30.1,30,27.8,69,2.02
Year_1,4,933,Site_3,Orchard_Block_5,CS,1,1,4.8,11.2,27.7,29.6,25.6,70,1.4
Year_1,5,934,Site_3,Orchard_Block_5,CS,1,1,4.8,11.52,28.5,29,25.6,61,1.32
Year_1,6,935,Site_3,Orchard_Block_5,CS,1,1,4.8,12.42,29.9,29.8,25,74,1.55
Year_1,7,936,Site_3,Orchard_Block_5,CS,1,1,4.8,14.65,31.1,31.1,26.6,68,2.09
Year_1,8,937,Site_3,Orchard_Block_5,CS,1,1,4.8,15.71,32.2,31.6,27.8,56,2.41
Year_1,9,938,Site_3,Orchard_Block_5,CS,1,1,4.8,14.02,31.5,30.5,26.6,56,2.05
Year_1,10,939,Site_3,Orchard_Block_5,CS,1,1,4.8,11.82,28.2,29.7,26,58,1.46
Year_1,1,941,Site_3,Orchard_Block_5,CS,1,2,14.3,11.45,29.2,28.3,25.7,55,1.13
Year_1,2,942,Site_3,Orchard_Block_5,CS,1,2,14.3,11.28,29.3,29.5,24.7,76,1.23
Year_1,3,943,Site_3,Orchard_Block_5,CS,1,2,14.3,10.99,28.1,28,25.2,65,1.19
Year_1,4,944,Site_3,Orchard_Block_5,CS,1,2,14.3,10.26,28.5,28.1,24.3,70,1.08
Year_1,5,945,Site_3,Orchard_Block_5,CS,1,2,14.3,10.92,29.7,28.7,24.4,69,1.24
Year_1,6,946,Site_3,Orchard_Block_5,CS,1,2,14.3,12.75,30.6,29,25.6,51,1.65
Year_1,7,947,Site_3,Orchard_Block_5,CS,1,2,14.3,12.24,29.8,29.2,26.8,66,1.42
Year_1,8,948,Site_3,Orchard_Block_5,CS,1,2,14.3,12.33,28.8,29,26.1,52,1.6
Year_1,9,949,Site_3,Orchard_Block_5,CS,1,2,14.3,12.02,29.6,30.2,25.6,67,1.44
Year_1,1,951,Site_3,Orchard_Block_5,CS,2,3,23.8,11.77,29.3,29.6,25.8,62,2.01
Year_1,2,952,Site_3,Orchard_Block_5,CS,2,3,23.8,8.6,26.9,26.6,22.8,65,1.1
Year_1,3,953,Site_3,Orchard_Block_5,CS,2,3,23.8,14.32,29.9,31.6,27.7,53,1.96
Year_1,4,954,Site_3,Orchard_Block_5,CS,2,3,23.8,10.83,28.3,28.4,24.8,64,1.94
Year_1,5,955,Site_3,Orchard_Block_5,CS,2,3,23.8,11.08,26.3,28.4,24.3,71,2.11
Year_1,6,956,Site_3,Orchard_Block_5,CS,2,3,23.8,9.05,25.2,26.6,23.2,59,1.95
Year_1,7,957,Site_3,Orchard_Block_5,CS,2,3,23.8,9.73,27.1,27.7,24.9,67,1.77
Year_1,8,958,Site_3,Orchard_Block_5,CS,2,3,23.8,12.05,29,29.5,25.2,48,0.96
Year_1,9,959,Site_3,Orchard_Block_5,CS,2,3,23.8,9.77,27,27.6,23.1,77,1.77
Year_1,1,960,Site_3,Orchard_Block_5,CS,2,4,33.3,8.44,27.2,25.7,23.4,89,1.76
Year_1,2,961,Site_3,Orchard_Block_5,CS,2,4,33.3,11.76,28.3,28.5,25,82,2.29
Year_1,3,962,Site_3,Orchard_Block_5,CS,2,4,33.3,11.37,29.3,28.1,25.1,78,1.98
Year_1,4,963,Site_3,Orchard_Block_5,CS,2,4,33.3,12.53,29.6,30.1,25.9,82,1.61
Year_1,5,964,Site_3,Orchard_Block_5,CS,2,4,33.3,9.18,26.2,26.6,23.3,84,1.74
Year_1,6,965,Site_3,Orchard_Block_5,CS,2,4,33.3,10.9,28.6,28.9,25.6,79,2.15
Year_1,7,966,Site_3,Orchard_Block_5,CS,2,4,33.3,10.27,28.1,27.3,24.4,66,1.92
Year_1,8,967,Site_3,Orchard_Block_5,CS,2,4,33.3,10.56,29.7,26,25,61,1.97
Year_1,9,968,Site_3,Orchard_Block_5,CS,2,4,33.3,10.83,28.8,28.9,24.6,56,2.06
Year_1,10,969,Site_3,Orchard_Block_5,CS,2,4,33.3,9.44,27.7,27.7,23.9,60,1.84
Year_1,1,970,Site_3,Orchard_Block_5,CS,3,5,42.8,13.51,30.7,30.7,26.2,61,0.88
Year_1,2,971,Site_3,Orchard_Block_5,CS,3,5,42.8,11.09,28.4,26.8,24.7,56,0.88
Year_1,3,972,Site_3,Orchard_Block_5,CS,3,5,42.8,11.41,28.1,28,25.2,57,0.97
Year_1,4,973,Site_3,Orchard_Block_5,CS,3,5,42.8,14.1,31.2,30.5,26.5,55,1.29
Year_1,5,974,Site_3,Orchard_Block_5,CS,3,5,42.8,12.73,29.4,30.6,26.1,79,1.15
Year_1,6,975,Site_3,Orchard_Block_5,CS,3,5,42.8,15.02,31.8,31.2,27.8,61,1.4
Year_1,7,976,Site_3,Orchard_Block_5,CS,3,5,42.8,14.5,29.7,31.3,27.5,58,1.1
Year_1,8,977,Site_3,Orchard_Block_5,CS,3,5,42.8,15.06,31.9,31.2,27.8,51,1.59
Year_1,9,978,Site_3,Orchard_Block_5,CS,3,5,42.8,10.4,29.8,27.1,24.2,62,1.23
Year_1,10,979,Site_3,Orchard_Block_5,CS,3,5,42.8,11.61,29.4,28.2,25.3,60,1.5
Year_1,1,981,Site_3,Orchard_Block_5,CS,3,6,52.3,9.76,27.4,27.2,23.8,47,1.31
Year_1,2,982,Site_3,Orchard_Block_5,CS,3,6,52.3,10.47,28.9,28.3,25.2,58,1.33
Year_1,3,983,Site_3,Orchard_Block_5,CS,3,6,52.3,9.28,26.2,26.2,23.8,68,1.32
Year_1,4,984,Site_3,Orchard_Block_5,CS,3,6,52.3,12.13,30.2,29.3,26.3,54,1.61
Year_1,5,985,Site_3,Orchard_Block_5,CS,3,6,52.3,12.73,28.4,29.8,26.3,51,1.87
Year_1,6,986,Site_3,Orchard_Block_5,CS,3,6,52.3,13.09,28.3,29.8,26.9,53,1.81
Year_1,7,987,Site_3,Orchard_Block_5,CS,3,6,52.3,10.54,27.5,28.1,25.5,54,1.35
Year_1,8,988,Site_3,Orchard_Block_5,CS,3,6,52.3,10.57,28,28.5,24.1,49,1.29
Year_1,1,989,Site_3,Orchard_Block_5,CS,4,7,61.8,13.72,29.4,30.9,26.2,54,1.99
Year_1,2,990,Site_3,Orchard_Block_5,CS,4,7,61.8,13.65,30.6,31.9,25.9,49,2.26
Year_1,3,991,Site_3,Orchard_Block_5,CS,4,7,61.8,13.12,29.3,30.6,26.9,52,1.63
Year_1,4,992,Site_3,Orchard_Block_5,CS,4,7,61.8,13.89,31.8,31.6,26.2,60,2.25
Year_1,5,993,Site_3,Orchard_Block_5,CS,4,7,61.8,15.73,31.3,32.7,27.1,56,1.81
Year_1,6,994,Site_3,Orchard_Block_5,CS,4,7,61.8,13.45,30.4,30.8,26.7,54,1.45
Year_1,7,995,Site_3,Orchard_Block_5,CS,4,7,61.8,13.87,30.6,31.7,26.5,58,1.79
Year_1,8,996,Site_3,Orchard_Block_5,CS,4,7,61.8,13.91,29.7,30.7,27.3,48,1.99
Year_1,9,997,Site_3,Orchard_Block_5,CS,4,7,61.8,9.9,28.7,29.4,23.6,62,1.6
Year_1,10,998,Site_3,Orchard_Block_5,CS,4,7,61.8,16.31,30.8,32.5,28.1,51,1.88
Year_1,1,1001,Site_3,Orchard_Block_5,CS,4,8,71.3,13.14,29.7,30.3,26.8,73,2.21
Year_1,2,1002,Site_3,Orchard_Block_5,CS,4,8,71.3,12.34,29.3,29.5,25.8,77,2.4
Year_1,3,1003,Site_3,Orchard_Block_5,CS,4,8,71.3,14.79,30.8,31.5,28.1,79,2.51
Year_1,4,1004,Site_3,Orchard_Block_5,CS,4,8,71.3,12.36,30.1,29.3,26.5,76,2.25
Year_1,5,1005,Site_3,Orchard_Block_5,CS,4,8,71.3,11.09,28.9,27.6,25.4,82,2.13
Year_1,6,1006,Site_3,Orchard_Block_5,CS,4,8,71.3,13.08,30.4,30.3,27.6,79,2.02
Year_1,7,1007,Site_3,Orchard_Block_5,CS,4,8,71.3,11.81,29.3,28.9,25.7,84,2.54
Year_1,8,1008,Site_3,Orchard_Block_5,CS,4,8,71.3,13.07,30.4,30.6,26.3,81,2.26
Year_1,9,1009,Site_3,Orchard_Block_5,CS,4,8,71.3,13.51,30.1,30.6,26.6,82,1.95
Year_1,10,1010,Site_3,Orchard_Block_5,CS,4,8,71.3,14.01,30.1,29.9,27.5,53,2.07
Year_1,1,1011,Site_3,Orchard_Block_5,AMWS,1,1,4.8,12.97,29.9,30.2,26,51,1.42
Year_1,2,1012,Site_3,Orchard_Block_5,AMWS,1,1,4.8,11.51,28.8,29.9,25.4,60,1.32
Year_1,3,1013,Site_3,Orchard_Block_5,AMWS,1,1,4.8,12.61,29.6,29.3,25.3,52,1.61
Year_1,4,1014,Site_3,Orchard_Block_5,AMWS,1,1,4.8,11.39,27.8,29.1,24.4,63,1.25
Year_1,5,1015,Site_3,Orchard_Block_5,AMWS,1,1,4.8,13.86,30.9,31.1,26.2,56,1.55
Year_1,6,1016,Site_3,Orchard_Block_5,AMWS,1,1,4.8,12.22,29.4,29.4,25.8,55,1.48
Year_1,7,1017,Site_3,Orchard_Block_5,AMWS,1,1,4.8,13.87,29.9,31.9,26.4,54,1.63
Year_1,8,1018,Site_3,Orchard_Block_5,AMWS,1,1,4.8,12.62,29.2,30.2,26.4,56,1.55
Year_1,9,1019,Site_3,Orchard_Block_5,AMWS,1,1,4.8,12.2,29.8,29.9,25.7,52,1.33
Year_1,10,1020,Site_3,Orchard_Block_5,AMWS,1,1,4.8,12.58,29.4,29.8,25.2,63,1.38
Year_1,1,1023,Site_3,Orchard_Block_5,AMWS,1,2,14.3,12.89,30,30.6,25,49,1.93
